site,year,pas_at,tave_sp,latitude,longitude,type,ecoregion,pas_anomaly,tave_anomaly,tsp_resid
CAVELL-1,2006,111.7069642,-1.028911171,52.68170144,-118.0401,Upper Subalpine,Forest,14.74003802,0.943094477,0.485351927136986
CAVELL-1,2007,76.43742896,-1.115054941,52.68170144,-118.0401,Upper Subalpine,Forest,-20.52949722,0.856950707,0.394497156893359
CAVELL-1,2008,50.93083536,-2.564903822,52.68170144,-118.0401,Upper Subalpine,Forest,-46.03609082,-0.592898174,-1.05875867483187
CAVELL-1,2009,113.8199905,-3.097523088,52.68170144,-118.0401,Upper Subalpine,Forest,16.85306432,-1.12551744,-1.58297775003912
CAVELL-1,2010,75.12814096,-1.135554239,52.68170144,-118.0401,Upper Subalpine,Forest,-21.83878522,0.836451409,0.373822975497673
CAVELL-1,2011,102.4770204,-2.87485971,52.68170144,-118.0401,Upper Subalpine,Forest,5.51009422,-0.902854062,-1.36182946812817
CAVELL-1,2012,139.3305103,-1.416707567,52.68170144,-118.0401,Upper Subalpine,Forest,42.36358412,0.555298081,0.101245246114029
CAVELL-1,2013,46.16199868,-1.731644324,52.68170144,-118.0401,Upper Subalpine,Forest,-50.8049275,0.240361324,-0.226136156894364
CAVELL-1,2014,99.31731295,-2.518941658,52.68170144,-118.0401,Upper Subalpine,Forest,2.35038677,-0.54693601,-1.00633346259024
CAVELL-1,2015,109.1764833,0.199027986,52.68170144,-118.0401,Upper Subalpine,Forest,12.20955712,2.171033634,1.71295308432909
CAVELL-1,2016,106.1300033,1.074744143,52.68170144,-118.0401,Upper Subalpine,Forest,9.16307712,3.046749791,2.58826231881297
CAVELL-1,2017,131.9753657,-1.35927401,52.68170144,-118.0401,Upper Subalpine,Forest,35.00843952,0.612731638,0.157696366351908
CAVELL-1,2018,94.09856175,-0.908080632,52.68170144,-118.0401,Upper Subalpine,Forest,-2.86836443,1.063925016,0.603830487647137
CAVELL-1,2019,139.0880458,-1.092451002,52.68170144,-118.0401,Upper Subalpine,Forest,42.12111962,0.879554646,0.425469424797884
CAVELL-1,2020,130.1122709,-2.910089804,52.68170144,-118.0401,Upper Subalpine,Forest,33.14534472,-0.938084156,-1.39336828377838
CAVELL-1,2021,128.679509,-1.28287616,52.68170144,-118.0401,Upper Subalpine,Forest,31.71258282,0.689129488,0.233653984247599
CAVELL-1,2022,57.52892572,-2.638038073,52.68170144,-118.0401,Upper Subalpine,Forest,-39.43800046,-0.666032425,-1.13101160984395
CAVELL-1,2023,49.04988479,-0.872881461,52.68170144,-118.0401,Upper Subalpine,Forest,-47.91704139,1.099124187,0.633012445018136
CAVELL-1,2024,125.4136945,-1.76677785,52.68170144,-118.0401,Upper Subalpine,Forest,28.44676832,0.205227798,-0.250683925078812
CAVELL-10,2006,293.9431913,-2.032993564,52.68479671,-118.0347,Upper Subalpine,Forest,48.6562382,0.88336234,0.430150023558697
CAVELL-10,2007,213.9697279,-2.073975434,52.68479671,-118.0347,Upper Subalpine,Forest,-31.3172252,0.84238047,0.378485988256568
CAVELL-10,2008,141.4145126,-3.558924473,52.68479671,-118.0347,Upper Subalpine,Forest,-103.8724405,-0.642568569,-1.11615435046231
CAVELL-10,2009,264.5529149,-4.087060793,52.68479671,-118.0347,Upper Subalpine,Forest,19.2659618,-1.170704889,-1.62784290501004
CAVELL-10,2010,178.9614592,-2.280914392,52.68479671,-118.0347,Upper Subalpine,Forest,-66.3254939,0.635441512,0.166870927743359
CAVELL-10,2011,286.2939957,-3.740831562,52.68479671,-118.0347,Upper Subalpine,Forest,41.0070426,-0.824475658,-1.2787096879992
CAVELL-10,2012,297.5262892,-2.450199799,52.68479671,-118.0347,Upper Subalpine,Forest,52.2393361,0.466156105,0.0134223878644449
CAVELL-10,2013,109.6765489,-2.596429927,52.68479671,-118.0347,Upper Subalpine,Forest,-135.6104042,0.319925977,-0.157899087846858
CAVELL-10,2014,281.5495294,-3.323130897,52.68479671,-118.0347,Upper Subalpine,Forest,36.2625763,-0.406774993,-0.861642747876579
CAVELL-10,2015,298.1771376,-0.909151925,52.68479671,-118.0347,Upper Subalpine,Forest,52.8901845,2.007203979,1.55455719657878
CAVELL-10,2016,256.1973796,0.002547988,52.68479671,-118.0347,Upper Subalpine,Forest,10.9104265,2.918903892,2.4606498156686
CAVELL-10,2017,312.8058375,-2.267129239,52.68479671,-118.0347,Upper Subalpine,Forest,67.5188844,0.649226665,0.19853385810821
CAVELL-10,2018,184.6952329,-1.774023178,52.68479671,-118.0347,Upper Subalpine,Forest,-60.5917202,1.142332726,0.674528009768382
CAVELL-10,2019,294.3835946,-1.993260838,52.68479671,-118.0347,Upper Subalpine,Forest,49.0966415,0.923095066,0.469941574832109
CAVELL-10,2020,299.8125919,-3.881163669,52.68479671,-118.0347,Upper Subalpine,Forest,54.5256388,-0.964807765,-1.41723609754505
CAVELL-10,2021,347.018252,-2.314963757,52.68479671,-118.0347,Upper Subalpine,Forest,101.7312989,0.601392147,0.155269139283294
CAVELL-10,2022,157.5602054,-3.656889728,52.68479671,-118.0347,Upper Subalpine,Forest,-87.7267477,-0.740533824,-1.21196300310855
CAVELL-10,2023,138.2390187,-1.812186976,52.68479671,-118.0347,Upper Subalpine,Forest,-107.0479344,1.104168928,0.630158991457822
CAVELL-10,2024,296.5669591,-2.687919601,52.68479671,-118.0347,Upper Subalpine,Forest,51.280006,0.228436303,-0.224425553174079
CAVELL-2,2006,286.5731606,-1.41745089,52.67939365,-118.0378,Alpine,Alpine,52.9267376,0.887235579,0.434593679026535
CAVELL-2,2007,204.0104228,-1.460282137,52.67939365,-118.0378,Alpine,Alpine,-29.6360002,0.844404332,0.380734413787976
CAVELL-2,2008,131.4500172,-2.946211577,52.67939365,-118.0378,Alpine,Alpine,-102.1964058,-0.641525108,-1.1148870192064
CAVELL-2,2009,256.8980128,-3.476502407,52.67939365,-118.0378,Alpine,Alpine,23.2515898,-1.171815938,-1.6284215882062
CAVELL-2,2010,168.0007693,-1.664579281,52.67939365,-118.0378,Alpine,Alpine,-65.6456537,0.640107188,0.171627410932228
CAVELL-2,2011,277.26854,-3.129243877,52.67939365,-118.0378,Alpine,Alpine,43.622117,-0.824557408,-1.27844213892135
CAVELL-2,2012,287.3114049,-1.834796804,52.67939365,-118.0378,Alpine,Alpine,53.6649819,0.469889665,0.0173463733312239
CAVELL-2,2013,105.3632601,-1.987877645,52.67939365,-118.0378,Alpine,Alpine,-128.2831629,0.316808824,-0.160037531166827
CAVELL-2,2014,271.0922876,-2.714039893,52.67939365,-118.0378,Alpine,Alpine,37.4458646,-0.409353424,-0.864063125433808
CAVELL-2,2015,283.1926546,-0.293908471,52.67939365,-118.0378,Alpine,Alpine,49.5462316,2.010777998,1.55768455919901
CAVELL-2,2016,239.3525294,0.617949364,52.67939365,-118.0378,Alpine,Alpine,5.70610640000001,2.922635833,2.46368660848782
CAVELL-2,2017,299.3392454,-1.654166638,52.67939365,-118.0378,Alpine,Alpine,65.6928224,0.650519831,0.199583114499865
CAVELL-2,2018,176.3403901,-1.162921658,52.67939365,-118.0378,Alpine,Alpine,-57.3060329,1.141764811,0.674398968531972
CAVELL-2,2019,286.1584485,-1.380599893,52.67939365,-118.0378,Alpine,Alpine,52.5120255,0.924086576,0.471389282361979
CAVELL-2,2020,289.5061554,-3.270339013,52.67939365,-118.0378,Alpine,Alpine,55.8597324,-0.965652544,-1.41790267983131
CAVELL-2,2021,331.5978773,-1.70113221,52.67939365,-118.0378,Alpine,Alpine,97.9514543,0.603554259,0.156926372250713
CAVELL-2,2022,151.7935497,-3.04359048,52.67939365,-118.0378,Alpine,Alpine,-81.8528733,-0.738904011,-1.20954860864068
CAVELL-2,2023,128.9165166,-1.198327633,52.67939365,-118.0378,Alpine,Alpine,-104.7299064,1.106358836,0.632658521640209
CAVELL-2,2024,281.022338,-2.076610254,52.67939365,-118.0378,Alpine,Alpine,47.375915,0.228076215,-0.225307115968887
CAVELL-3,2006,295.0963691,-1.816803828,52.67722693,-118.0337,Alpine,Alpine,50.3990785,0.884208298,0.431228775130318
CAVELL-3,2007,214.1190952,-1.857296584,52.67722693,-118.0337,Alpine,Alpine,-30.5781954,0.843715542,0.37991977348157
CAVELL-3,2008,140.6141135,-3.343091644,52.67722693,-118.0337,Alpine,Alpine,-104.0831771,-0.642079518,-1.11569344783929
CAVELL-3,2009,266.0524864,-3.871414947,52.67722693,-118.0337,Alpine,Alpine,21.3551958,-1.170402821,-1.62726177515635
CAVELL-3,2010,177.574884,-2.064667587,52.67722693,-118.0337,Alpine,Alpine,-67.1224066,0.636344539,0.167667510019937
CAVELL-3,2011,287.4169783,-3.525113991,52.67722693,-118.0337,Alpine,Alpine,42.7196877,-0.824101865,-1.27810713464189
CAVELL-3,2012,298.5914253,-2.234064295,52.67722693,-118.0337,Alpine,Alpine,53.8941347,0.466947831,0.0144351475853246
CAVELL-3,2013,110.1211116,-2.380952168,52.67722693,-118.0337,Alpine,Alpine,-134.576179,0.320059958,-0.157626963967003
CAVELL-3,2014,281.1487737,-3.106619794,52.67722693,-118.0337,Alpine,Alpine,36.4514831,-0.405607668,-0.860450190335952
CAVELL-3,2015,296.7974437,-0.693591247,52.67722693,-118.0337,Alpine,Alpine,52.1001531,2.007420879,1.55466857100005
CAVELL-3,2016,254.7503458,0.21958922,52.67722693,-118.0337,Alpine,Alpine,10.0530552,2.920601346,2.46223274940697
CAVELL-3,2017,312.9014747,-2.050603492,52.67722693,-118.0337,Alpine,Alpine,68.2041841,0.650408634,0.199807363529989
CAVELL-3,2018,185.0653503,-1.556901353,52.67722693,-118.0337,Alpine,Alpine,-59.6319403,1.144110773,0.67643425588731
CAVELL-3,2019,295.5561268,-1.777325743,52.67722693,-118.0337,Alpine,Alpine,50.8588362,0.923686383,0.47076827059751
CAVELL-3,2020,301.0804134,-3.664942762,52.67722693,-118.0337,Alpine,Alpine,56.3831228,-0.963930636,-1.41611086185702
CAVELL-3,2021,346.591991,-2.09918608,52.67722693,-118.0337,Alpine,Alpine,101.8947004,0.601826046,0.155724864045984
CAVELL-3,2022,157.0860587,-3.441107208,52.67722693,-118.0337,Alpine,Alpine,-87.6112319,-0.740095082,-1.21150883150455
CAVELL-3,2023,137.0231421,-1.595825622,52.67722693,-118.0337,Alpine,Alpine,-107.6741485,1.105186504,0.631092923180754
CAVELL-3,2024,295.5089901,-2.470896227,52.67722693,-118.0337,Alpine,Alpine,50.8116995,0.230115899,-0.222808509516223
CAVELL-4,2006,299.6149048,-1.984517102,52.67983697,-118.0333,Alpine,Alpine,49.4077484,0.886129872,0.433017935807861
CAVELL-4,2007,218.9038124,-2.024806702,52.67983697,-118.0333,Alpine,Alpine,-31.303344,0.845840272,0.38194764438751
CAVELL-4,2008,144.8804512,-3.511888476,52.67983697,-118.0333,Alpine,Alpine,-105.3267052,-0.641241502,-1.11502153159485
CAVELL-4,2009,270.2544292,-4.040921135,52.67983697,-118.0333,Alpine,Alpine,20.0472728,-1.170274161,-1.62730781622711
CAVELL-4,2010,182.6564551,-2.232135811,52.67983697,-118.0333,Alpine,Alpine,-67.5507013,0.638511163,0.169776926108851
CAVELL-4,2011,292.1665818,-3.694308006,52.67983697,-118.0333,Alpine,Alpine,41.9594254,-0.823661032,-1.27776785092107
CAVELL-4,2012,303.905977,-2.401871167,52.67983697,-118.0333,Alpine,Alpine,53.6988206,0.468775807,0.0162370352128403
CAVELL-4,2013,112.5089356,-2.551114394,52.67983697,-118.0333,Alpine,Alpine,-137.6982208,0.31953258,-0.158571357376489
CAVELL-4,2014,286.4114565,-3.275384903,52.67983697,-118.0333,Alpine,Alpine,36.2043001,-0.404737929,-0.859613467908621
CAVELL-4,2015,303.7897725,-0.862150545,52.67983697,-118.0333,Alpine,Alpine,53.5826161,2.008496429,1.55594213561824
CAVELL-4,2016,262.0749644,0.052906341,52.67983697,-118.0333,Alpine,Alpine,11.867808,2.923553315,2.46542711742994
CAVELL-4,2017,319.6497829,-2.218477246,52.67983697,-118.0333,Alpine,Alpine,69.4426265,0.652169728,0.201733877981618
CAVELL-4,2018,189.2479512,-1.724460439,52.67983697,-118.0333,Alpine,Alpine,-60.9592052,1.146186535,0.678332733292411
CAVELL-4,2019,300.3439596,-1.946011846,52.67983697,-118.0333,Alpine,Alpine,50.1368032,0.924635128,0.471620572658419
CAVELL-4,2020,306.5874381,-3.833692365,52.67983697,-118.0333,Alpine,Alpine,56.3802817,-0.963045391,-1.41522599634665
CAVELL-4,2021,353.3776252,-2.267804424,52.67983697,-118.0333,Alpine,Alpine,103.1704688,0.60284255,0.156911774182678
CAVELL-4,2022,160.1569885,-3.609845209,52.67983697,-118.0333,Alpine,Alpine,-90.0501679,-0.739198235,-1.21093775653449
CAVELL-4,2023,140.8401541,-1.763707035,52.67983697,-118.0333,Alpine,Alpine,-109.3670023,1.106939939,0.632620241374564
CAVELL-4,2024,302.0313783,-2.638535429,52.67983697,-118.0333,Alpine,Alpine,51.8242219,0.232111545,-0.220677619509161
CAVELL-5,2006,301.928489,-2.395390398,52.68107347,-118.0297,Alpine,Alpine,46.8158131,0.88695025,0.433492105451365
CAVELL-5,2007,222.0280847,-2.436660677,52.68107347,-118.0297,Alpine,Alpine,-33.0845912,0.845679971,0.381549419753526
CAVELL-5,2008,148.8164166,-3.923531013,52.68107347,-118.0297,Alpine,Alpine,-106.2962593,-0.641190365,-1.11509989926709
CAVELL-5,2009,271.3562985,-4.453208209,52.68107347,-118.0297,Alpine,Alpine,16.2436226,-1.170867561,-1.62840927500637
CAVELL-5,2010,188.6930236,-2.642763953,52.68107347,-118.0297,Alpine,Alpine,-66.4196523,0.639576695,0.170993533876601
CAVELL-5,2011,294.2332299,-4.10627407,52.68107347,-118.0297,Alpine,Alpine,39.120554,-0.823933422000001,-1.27841943287147
CAVELL-5,2012,306.0649938,-2.812760149,52.68107347,-118.0297,Alpine,Alpine,50.9523179,0.469580499,0.0166748730765201
CAVELL-5,2013,113.5420115,-2.964004587,52.68107347,-118.0297,Alpine,Alpine,-141.5706644,0.318336061,-0.16028512398463
CAVELL-5,2014,291.7770182,-3.688758752,52.68107347,-118.0297,Alpine,Alpine,36.6643423,-0.406418104,-0.861232194440374
CAVELL-5,2015,311.5098216,-1.272718581,52.68107347,-118.0297,Alpine,Alpine,56.3971457,2.009622067,1.55744371420099
CAVELL-5,2016,269.0347568,-0.358576647,52.68107347,-118.0297,Alpine,Alpine,13.9220809,2.923764001,2.46591219548151
CAVELL-5,2017,324.4434353,-2.630487306,52.68107347,-118.0297,Alpine,Alpine,69.3307594,0.651853342,0.201402549739488
CAVELL-5,2018,191.5946344,-2.13751946,52.68107347,-118.0297,Alpine,Alpine,-63.5180415,1.144821188,0.676625599014786
CAVELL-5,2019,302.6466768,-2.357738376,52.68107347,-118.0297,Alpine,Alpine,47.5340009,0.924602272,0.471240056781813
CAVELL-5,2020,308.6591091,-4.246256224,52.68107347,-118.0297,Alpine,Alpine,53.5464332,-0.963915576,-1.41647470238139
CAVELL-5,2021,359.0632482,-2.679012296,52.68107347,-118.0297,Alpine,Alpine,103.9505723,0.603328352,0.157501775678179
CAVELL-5,2022,163.9826558,-4.021243284,52.68107347,-118.0297,Alpine,Alpine,-91.1300201,-0.738902636,-1.21078639487538
CAVELL-5,2023,145.3222786,-2.175289418,52.68107347,-118.0297,Alpine,Alpine,-109.7903973,1.10705123,0.632674978923134
CAVELL-5,2024,307.9266091,-3.051454697,52.68107347,-118.0297,Alpine,Alpine,52.8139332,0.230885951,-0.221771016412042
CAVELL-6,2006,306.4905803,-2.830066381,52.68294825,-118.026,Alpine,Alpine,44.5257833,0.889347199,0.435583172026991
CAVELL-6,2007,226.9399063,-2.872276599,52.68294825,-118.026,Alpine,Alpine,-35.0248907,0.847136981,0.382747261285468
CAVELL-6,2008,154.1274047,-4.359899162,52.68294825,-118.026,Alpine,Alpine,-107.8373923,-0.640485582,-1.11460096751773
CAVELL-6,2009,274.5142324,-4.890844335,52.68294825,-118.026,Alpine,Alpine,12.5494354,-1.171430755,-1.62946590666243
CAVELL-6,2010,196.9264943,-3.076976372,52.68294825,-118.026,Alpine,Alpine,-65.0383027,0.642437208,0.174038555639132
CAVELL-6,2011,298.2930668,-4.543308949,52.68294825,-118.026,Alpine,Alpine,36.3282698,-0.823895369,-1.27875434910559
CAVELL-6,2012,310.2547317,-3.24752743,52.68294825,-118.026,Alpine,Alpine,48.2899347,0.47188615,0.0186249058973027
CAVELL-6,2013,115.5597186,-3.402820296,52.68294825,-118.026,Alpine,Alpine,-146.4050784,0.316593284,-0.162673640299791
CAVELL-6,2014,299.7417423,-4.127033366,52.68294825,-118.026,Alpine,Alpine,37.7769453,-0.407619786,-0.862285264530168
CAVELL-6,2015,322.24367,-1.707707816,52.68294825,-118.026,Alpine,Alpine,60.278873,2.011705764,1.56004589884568
CAVELL-6,2016,278.294492,-0.793138685,52.68294825,-118.026,Alpine,Alpine,16.329695,2.926274895,2.46874467780227
CAVELL-6,2017,331.9404811,-3.066554907,52.68294825,-118.026,Alpine,Alpine,69.9756841,0.652858673,0.202494024217086
CAVELL-6,2018,195.5710541,-2.574511277,52.68294825,-118.026,Alpine,Alpine,-66.3937429,1.144902303,0.67632260263073
CAVELL-6,2019,307.44682,-2.794113291,52.68294825,-118.026,Alpine,Alpine,45.482023,0.925300289,0.471663988276544
CAVELL-6,2020,312.9491508,-4.683611718,52.68294825,-118.026,Alpine,Alpine,50.9843538,-0.964198138,-1.41709948484434
CAVELL-6,2021,367.1639247,-3.114756834,52.68294825,-118.026,Alpine,Alpine,105.1991277,0.604656746,0.158996940937102
CAVELL-6,2022,169.8608672,-4.457290291,52.68294825,-118.026,Alpine,Alpine,-92.1039298,-0.737876711,-1.20989055633109
CAVELL-6,2023,150.9697475,-2.610884635,52.68294825,-118.026,Alpine,Alpine,-110.9950495,1.108528945,0.63399178687491
CAVELL-6,2024,315.5396719,-3.488351133,52.68294825,-118.026,Alpine,Alpine,53.5748749,0.231062447,-0.221492880384474
CAVELL-7,2006,301.3476371,-2.209484701,52.6847719,-118.0293,Alpine,Alpine,48.8677655,0.891958403,0.438774340550564
CAVELL-7,2007,219.1123037,-2.252886542,52.6847719,-118.0293,Alpine,Alpine,-33.3675679,0.848556562,0.384388213167207
CAVELL-7,2008,145.5975921,-3.741204245,52.6847719,-118.0293,Alpine,Alpine,-106.8822795,-0.639761141,-1.11374895078976
CAVELL-7,2009,269.0091146,-4.273586803,52.6847719,-118.0293,Alpine,Alpine,16.529243,-1.172143699,-1.62964726229741
CAVELL-7,2010,186.0497712,-2.455865973,52.6847719,-118.0293,Alpine,Alpine,-66.4301004,0.645577131,0.17699257430954
CAVELL-7,2011,292.1882329,-3.925362765,52.6847719,-118.0293,Alpine,Alpine,39.7083613,-0.823919661,-1.2783271576434
CAVELL-7,2012,303.0535953,-2.627044979,52.6847719,-118.0293,Alpine,Alpine,50.5737237,0.474398125,0.021441929729453
CAVELL-7,2013,112.4231107,-2.786898736,52.6847719,-118.0293,Alpine,Alpine,-140.0567609,0.314544368,-0.163874602815693
CAVELL-7,2014,290.1097942,-3.510679418,52.6847719,-118.0293,Alpine,Alpine,37.6299226,-0.409236314,-0.863921430554055
CAVELL-7,2015,308.1802302,-1.087369127,52.6847719,-118.0293,Alpine,Alpine,55.7003586,2.014073977,1.56180255339142
CAVELL-7,2016,263.8940953,-0.172593314,52.6847719,-118.0293,Alpine,Alpine,11.4142237,2.92884979,2.47066300655227
CAVELL-7,2017,321.034551,-2.447650966,52.6847719,-118.0293,Alpine,Alpine,68.5546794,0.653792138,0.203237683668406
CAVELL-7,2018,189.0659439,-1.956786861,52.6847719,-118.0293,Alpine,Alpine,-63.4139277,1.144656243,0.67647456063799
CAVELL-7,2019,300.7806941,-2.17544239,52.6847719,-118.0293,Alpine,Alpine,48.3008225,0.926000714,0.472740924195696
CAVELL-7,2020,305.7727828,-4.066126857,52.6847719,-118.0293,Alpine,Alpine,53.2929112,-0.964683753000001,-1.41727674266299
CAVELL-7,2021,354.9214571,-2.49532581,52.6847719,-118.0293,Alpine,Alpine,102.4415855,0.606117294,0.160089160239611
CAVELL-7,2022,163.2733317,-3.838205685,52.6847719,-118.0293,Alpine,Alpine,-89.2065399,-0.736762581,-1.20838941798431
CAVELL-7,2023,142.7921299,-1.991398085,52.6847719,-118.0293,Alpine,Alpine,-109.6877417,1.110045019,0.635682479772562
CAVELL-7,2024,303.5571213,-2.870493707,52.6847719,-118.0293,Alpine,Alpine,51.0772497,0.230949397,-0.221939541611435
CAVELL-8,2006,299.602203,-2.351154403,52.68692387,-118.0258,Upper Subalpine,Forest,47.3563427,0.890426391,0.437040445732132
CAVELL-8,2007,218.4960743,-2.394744974,52.68692387,-118.0258,Upper Subalpine,Forest,-33.749786,0.84683582,0.382616417770842
CAVELL-8,2008,145.8717246,-3.882019074,52.68692387,-118.0258,Upper Subalpine,Forest,-106.3741357,-0.64043828,-1.11435821632476
CAVELL-8,2009,267.624586,-4.413843991,52.68692387,-118.0258,Upper Subalpine,Forest,15.3787257,-1.172263197,-1.62992043647272
CAVELL-8,2010,186.4847872,-2.597727975,52.68692387,-118.0258,Upper Subalpine,Forest,-65.7610731,0.643852819,0.17535762520451
CAVELL-8,2011,290.6078211,-4.06586528,52.68692387,-118.0258,Upper Subalpine,Forest,38.3619608,-0.824284486,-1.27887182320666
CAVELL-8,2012,302.0111342,-2.768638465,52.68692387,-118.0258,Upper Subalpine,Forest,49.7652739,0.472942329,0.0198781479797439
CAVELL-8,2013,111.8083021,-2.926640927,52.68692387,-118.0258,Upper Subalpine,Forest,-140.4375582,0.314939867,-0.163529967433851
CAVELL-8,2014,289.4331929,-3.651566027,52.68692387,-118.0258,Upper Subalpine,Forest,37.1873326,-0.409985233,-0.864729466907988
CAVELL-8,2015,308.2154952,-1.228345847,52.68692387,-118.0258,Upper Subalpine,Forest,55.9696349,2.013234947,1.5609994909965
CAVELL-8,2016,264.462496,-0.315112049,52.68692387,-118.0258,Upper Subalpine,Forest,12.2166357,2.926468745,2.46838914082474
CAVELL-8,2017,320.3277919,-2.589221172,52.68692387,-118.0258,Upper Subalpine,Forest,68.0819316,0.652359622,0.201742022095724
CAVELL-8,2018,188.3755702,-2.098641229,52.68692387,-118.0258,Upper Subalpine,Forest,-63.8702901,1.142939565,0.674696925685681
CAVELL-8,2019,299.5206011,-2.316349883,52.68692387,-118.0258,Upper Subalpine,Forest,47.2747408,0.925230911,0.471834066054317
CAVELL-8,2020,304.3868459,-4.207006635,52.68692387,-118.0258,Upper Subalpine,Forest,52.1409856,-0.965425841,-1.41817269494687
CAVELL-8,2021,354.5281905,-2.636274078,52.68692387,-118.0258,Upper Subalpine,Forest,102.2823302,0.605306716,0.159257310290548
CAVELL-8,2022,163.1151264,-3.9790634,52.68692387,-118.0258,Upper Subalpine,Forest,-89.1307339,-0.737482606,-1.20909931747282
CAVELL-8,2023,143.2605642,-2.132951466,52.68692387,-118.0258,Upper Subalpine,Forest,-108.9852961,1.108629328,0.634360615395744
CAVELL-8,2024,303.7534634,-3.012280328,52.68692387,-118.0258,Upper Subalpine,Forest,51.5076031,0.229300466,-0.223530989716964
CAVELL-9,2006,295.7821985,-1.966082757,52.68743676,-118.0309,Upper Subalpine,Forest,49.6927616,0.892995646,0.439921779412281
CAVELL-9,2007,213.2094355,-2.010948134,52.68743676,-118.0309,Upper Subalpine,Forest,-32.8800014,0.848130269,0.384027045093994
CAVELL-9,2008,140.4197871,-3.498827739,52.68743676,-118.0309,Upper Subalpine,Forest,-105.6696498,-0.639749336,-1.11357517317591
CAVELL-9,2009,263.8911779,-4.032102455,52.68743676,-118.0309,Upper Subalpine,Forest,17.801741,-1.173024052,-1.63035764599253
CAVELL-9,2010,179.8018673,-2.212120743,52.68743676,-118.0309,Upper Subalpine,Forest,-66.2875696,0.64695766,0.178392141344177
CAVELL-9,2011,285.9803784,-3.68342337,52.68743676,-118.0309,Upper Subalpine,Forest,39.8909415,-0.824344967,-1.27872807615542
CAVELL-9,2012,297.4402041,-2.383666237,52.68743676,-118.0309,Upper Subalpine,Forest,51.3507672,0.475412166,0.0225597614965531
CAVELL-9,2013,109.6420492,-2.546245106,52.68743676,-118.0309,Upper Subalpine,Forest,-136.4473877,0.312833297,-0.165103564882051
CAVELL-9,2014,283.0462684,-3.270833866,52.68743676,-118.0309,Upper Subalpine,Forest,36.9568315,-0.411755463,-0.86653048525637
CAVELL-9,2015,299.2091542,-0.843456767,52.68743676,-118.0309,Upper Subalpine,Forest,53.1197173,2.015621636,1.56300551259001
CAVELL-9,2016,255.5216561,0.069828333,52.68743676,-118.0309,Upper Subalpine,Forest,9.43221919999999,2.928906736,2.4704552134901
CAVELL-9,2017,313.3700785,-2.205895754,52.68743676,-118.0309,Upper Subalpine,Forest,67.2806416,0.653182649,0.20245801969033
CAVELL-9,2018,183.9683333,-1.716574712,52.68743676,-118.0309,Upper Subalpine,Forest,-62.1211036,1.142503691,0.674494692927949
CAVELL-9,2019,295.340374,-1.933190201,52.68743676,-118.0309,Upper Subalpine,Forest,49.2509371,0.925888202,0.472755320307233
CAVELL-9,2020,299.5621589,-3.825080759,52.68743676,-118.0309,Upper Subalpine,Forest,53.472722,-0.966002356,-1.41857132808757
CAVELL-9,2021,346.3724945,-2.252323583,52.68743676,-118.0309,Upper Subalpine,Forest,100.2830576,0.60675482,0.160438368704559
CAVELL-9,2022,159.18952,-3.595461425,52.68743676,-118.0309,Upper Subalpine,Forest,-86.8999169,-0.736383022,-1.20770176018343
CAVELL-9,2023,137.9975403,-1.749011132,52.68743676,-118.0309,Upper Subalpine,Forest,-108.0918966,1.110067271,0.635917890993509
CAVELL-9,2024,295.8955806,-2.63006422,52.68743676,-118.0309,Upper Subalpine,Forest,49.8061437,0.229014183,-0.22404453898496
COTTONWOOD-1,2006,207.2362382,4.529835227,52.89175898,-118.0925,Montane,Forest,86.9382104,0.890083513,0.441984572142878
COTTONWOOD-1,2007,106.1222666,4.48552127,52.89175898,-118.0925,Montane,Forest,-14.1757612,0.845769556,0.384164683136611
COTTONWOOD-1,2008,41.41213953,2.998966057,52.89175898,-118.0925,Montane,Forest,-78.88588827,-0.640785657,-1.11103395037684
COTTONWOOD-1,2009,144.6943404,2.467047977,52.89175898,-118.0925,Montane,Forest,24.3963126,-1.172703737,-1.62915648501021
COTTONWOOD-1,2010,103.4408018,4.283308245,52.89175898,-118.0925,Montane,Forest,-16.857226,0.643556531,0.181593491201885
COTTONWOOD-1,2011,181.9384616,2.815091447,52.89175898,-118.0925,Montane,Forest,61.6404338,-0.824660267,-1.27613826660897
COTTONWOOD-1,2012,127.6038716,4.112383827,52.89175898,-118.0925,Montane,Forest,7.30584380000001,0.472632113,0.0138965676086174
COTTONWOOD-1,2013,54.58674114,3.954160168,52.89175898,-118.0925,Montane,Forest,-65.71128666,0.314408454,-0.154080089752347
COTTONWOOD-1,2014,198.7087446,3.228289277,52.89175898,-118.0925,Montane,Forest,78.4107168,-0.411462437,-0.860700406884695
COTTONWOOD-1,2015,178.9267474,5.653224366,52.89175898,-118.0925,Montane,Forest,58.6287196,2.013472652,1.56159237359054
COTTONWOOD-1,2016,67.89628916,6.565017641,52.89175898,-118.0925,Montane,Forest,-52.40173864,2.925265927,2.4585551578494
COTTONWOOD-1,2017,143.7119276,4.291108852,52.89175898,-118.0925,Montane,Forest,23.4138998,0.651357138,0.194773167763332
COTTONWOOD-1,2018,81.58660533,4.780869679,52.89175898,-118.0925,Montane,Forest,-38.71142247,1.141117965,0.6762358301757
COTTONWOOD-1,2019,178.9839529,4.564530617,52.89175898,-118.0925,Montane,Forest,58.6859251,0.924778903,0.472906265607715
COTTONWOOD-1,2020,136.2007902,2.673362744,52.89175898,-118.0925,Montane,Forest,15.9027624,-0.96638897,-1.42397621317125
