site,year,pas_at,tave_sp,latitude,longitude,type,ecoregion,pas_anomaly,tave_anomaly,tsp_resid
FIDDLE-9,2023,88.40847851,-1.837974733,53.03084568,-117.5153,Alpine,Alpine,-106.58868039,1.112950481,0.639001887646449
FIDDLE-9,2024,213.3724041,-2.613991846,53.03084568,-117.5153,Alpine,Alpine,18.3752452,0.336933368,-0.120323622249173
MAJESTIC-1,2006,287.4004381,-2.952456033,52.74993315,-118.2654,Alpine,Alpine,70.7458446,1.180340463,0.730078685612427
MAJESTIC-1,2007,164.7951741,-3.09966026,52.74993315,-118.2654,Alpine,Alpine,-51.8594194,1.033136236,0.566497905174838
MAJESTIC-1,2008,93.08519934,-4.55666096,52.74993315,-118.2654,Alpine,Alpine,-123.56939416,-0.423864464,-0.90008119460468
MAJESTIC-1,2009,231.2905852,-5.247205419,52.74993315,-118.2654,Alpine,Alpine,14.6359917,-1.114408923,-1.5721653704728
MAJESTIC-1,2010,188.9743556,-2.903676233,52.74993315,-118.2654,Alpine,Alpine,-27.6802379,1.229120263,0.765711578643459
MAJESTIC-1,2011,231.0755033,-5.273596467,52.74993315,-118.2654,Alpine,Alpine,14.4209098,-1.140799971,-1.59858514725747
MAJESTIC-1,2012,272.492898,-3.433294881,52.74993315,-118.2654,Alpine,Alpine,55.8383045,0.699501615,0.247248617014667
MAJESTIC-1,2013,160.9782189,-4.150395913,52.74993315,-118.2654,Alpine,Alpine,-55.6763746,-0.0175994169999996,-0.484747583771534
MAJESTIC-1,2014,251.039716,-4.920453831,52.74993315,-118.2654,Alpine,Alpine,34.3851225,-0.787657335,-1.24277586395821
MAJESTIC-1,2015,218.464905,-1.633083174,52.74993315,-118.2654,Alpine,Alpine,1.81031149999998,2.499713322,2.04024373081447
MAJESTIC-1,2016,248.5915305,-0.615959919,52.74993315,-118.2654,Alpine,Alpine,31.936937,3.516836577,3.06139104054344
MAJESTIC-1,2017,290.9656479,-3.546025361,52.74993315,-118.2654,Alpine,Alpine,74.3110544,0.586771135,0.1369855675801
MAJESTIC-1,2018,223.4397351,-3.153045011,52.74993315,-118.2654,Alpine,Alpine,6.7851416,0.979751485,0.520946388700889
MAJESTIC-1,2019,315.1417957,-3.369027774,52.74993315,-118.2654,Alpine,Alpine,98.4872022,0.763768722,0.317212395833246
MAJESTIC-1,2020,299.2066835,-5.146474851,52.74993315,-118.2654,Alpine,Alpine,82.55209,-1.013678355,-1.46236315598067
MAJESTIC-1,2021,223.0367624,-3.092413527,52.74993315,-118.2654,Alpine,Alpine,6.38216889999998,1.040382969,0.581524047084108
MAJESTIC-1,2022,145.2146886,-4.660998528,52.74993315,-118.2654,Alpine,Alpine,-71.4399049,-0.528202032,-0.9974557551555
MAJESTIC-1,2023,104.0480589,-3.02071936,52.74993315,-118.2654,Alpine,Alpine,-112.6065346,1.112077136,0.63732472959769
MAJESTIC-1,2024,233.6890961,-3.796857767,52.74993315,-118.2654,Alpine,Alpine,17.0345026,0.335938729,-0.121497346078964
MAJESTIC-10,2006,314.6314078,-2.797180043,52.73883451,-118.236,Alpine,Alpine,28.1626835,0.768451986,0.312502317321759
MAJESTIC-10,2007,242.1860666,-2.823952196,52.73883451,-118.236,Alpine,Alpine,-44.2826577,0.741679833,0.276053540637265
MAJESTIC-10,2008,168.6161036,-4.251805433,52.73883451,-118.236,Alpine,Alpine,-117.8526207,-0.686173404,-1.16162653732505
MAJESTIC-10,2009,303.1346022,-4.72746429,52.73883451,-118.236,Alpine,Alpine,16.6658779,-1.161832261,-1.61931757378623
MAJESTIC-10,2010,203.8918806,-3.058896194,52.73883451,-118.236,Alpine,Alpine,-82.5768437,0.506735835,0.0359945356390499
MAJESTIC-10,2011,318.8223502,-4.407405877,52.73883451,-118.236,Alpine,Alpine,32.3536259,-0.841773848,-1.29716372674812
MAJESTIC-10,2012,363.0677001,-3.202797468,52.73883451,-118.236,Alpine,Alpine,76.5989758,0.362834561,-0.0866454056174087
MAJESTIC-10,2013,117.4103671,-3.188510161,52.73883451,-118.236,Alpine,Alpine,-169.0583572,0.377121868,-0.105170885849856
MAJESTIC-10,2014,312.047336,-3.980936607,52.73883451,-118.236,Alpine,Alpine,25.5786117,-0.415304578,-0.871599404696246
MAJESTIC-10,2015,333.3412386,-1.633765381,52.73883451,-118.236,Alpine,Alpine,46.8725143,1.931866648,1.47841607710849
MAJESTIC-10,2016,302.8451667,-0.805923476,52.73883451,-118.236,Alpine,Alpine,16.3764424,2.759708553,2.30218457991667
MAJESTIC-10,2017,363.6857237,-2.994476481,52.73883451,-118.236,Alpine,Alpine,77.2169994,0.571155548,0.12175813164333
MAJESTIC-10,2018,193.5779268,-2.50524549,52.73883451,-118.236,Alpine,Alpine,-92.8907975,1.060386539,0.588267590669928
MAJESTIC-10,2019,337.074204,-2.693761545,52.73883451,-118.236,Alpine,Alpine,50.6054797,0.871870484,0.418918530421971
MAJESTIC-10,2020,345.9310558,-4.560870012,52.73883451,-118.236,Alpine,Alpine,59.4623315,-0.995237983,-1.44700691472351
MAJESTIC-10,2021,418.3311211,-3.028664091,52.73883451,-118.236,Alpine,Alpine,131.8623968,0.536967938,0.094869582396866
MAJESTIC-10,2022,173.7957428,-4.362620042,52.73883451,-118.236,Alpine,Alpine,-112.6729815,-0.796988013,-1.27174929480597
MAJESTIC-10,2023,170.5199961,-2.556086946,52.73883451,-118.236,Alpine,Alpine,-115.9487282,1.009545083,0.534346255210031
MAJESTIC-10,2024,384.1286164,-3.418620518,52.73883451,-118.236,Alpine,Alpine,97.6598921,0.147011511,-0.299655320112627
MAJESTIC-2,2006,338.580743,-2.793099782,52.7473159,-118.2638,Alpine,Alpine,33.4668589,0.770596565,0.315355382312055
MAJESTIC-2,2007,258.0603644,-2.81746981,52.7473159,-118.2638,Alpine,Alpine,-47.0535197,0.746226537,0.2802301367958
MAJESTIC-2,2008,177.841498,-4.251538322,52.7473159,-118.2638,Alpine,Alpine,-127.2723861,-0.687841975,-1.16455331932195
MAJESTIC-2,2009,321.8237909,-4.726780865,52.7473159,-118.2638,Alpine,Alpine,16.7099068,-1.163084518,-1.62056394978561
MAJESTIC-2,2010,217.6576998,-3.060621093,52.7473159,-118.2638,Alpine,Alpine,-87.4561843,0.503075254,0.0316822144162475
MAJESTIC-2,2011,342.16039,-4.407601805,52.7473159,-118.2638,Alpine,Alpine,37.0465059,-0.843905458,-1.29866850232365
MAJESTIC-2,2012,382.969042,-3.202275869,52.7473159,-118.2638,Alpine,Alpine,77.8551579,0.361420478,-0.0878916986496961
MAJESTIC-2,2013,125.022286,-3.188831387,52.7473159,-118.2638,Alpine,Alpine,-180.0915981,0.37486496,-0.108901518984436
MAJESTIC-2,2014,336.7280143,-3.979843817,52.7473159,-118.2638,Alpine,Alpine,31.6141302,-0.41614747,-0.871636124204021
MAJESTIC-2,2015,359.2953205,-1.631713516,52.7473159,-118.2638,Alpine,Alpine,54.1814364,1.931982831,1.47950852286783
MAJESTIC-2,2016,321.9192012,-0.793906683,52.7473159,-118.2638,Alpine,Alpine,16.8053171,2.769789664,2.31232297629915
MAJESTIC-2,2017,386.2984523,-2.994660159,52.7473159,-118.2638,Alpine,Alpine,81.1845682,0.569036188,0.120168725255032
MAJESTIC-2,2018,206.9436365,-2.500103086,52.7473159,-118.2638,Alpine,Alpine,-98.1702476,1.063593261,0.590769129271899
MAJESTIC-2,2019,359.0931822,-2.692398323,52.7473159,-118.2638,Alpine,Alpine,53.9792981,0.871298024,0.418796715977584
MAJESTIC-2,2020,366.5898414,-4.563327376,52.7473159,-118.2638,Alpine,Alpine,61.4759573,-0.999631029,-1.45113099796089
MAJESTIC-2,2021,445.6796475,-3.028032799,52.7473159,-118.2638,Alpine,Alpine,140.5657634,0.535663548,0.0947277130225042
MAJESTIC-2,2022,187.4427427,-4.36361195,52.7473159,-118.2638,Alpine,Alpine,-117.6711414,-0.799915603,-1.2753444958858
MAJESTIC-2,2023,181.4860244,-2.551062773,52.7473159,-118.2638,Alpine,Alpine,-123.6278597,1.012633574,0.536409034072875
MAJESTIC-2,2024,404.4986571,-3.415530209,52.7473159,-118.2638,Alpine,Alpine,99.384773,0.148166138,-0.29827029840272
MAJESTIC-3,2006,316.6403208,-2.942733597,52.74441962,-118.2622,Alpine,Alpine,27.2688719,0.767673931,0.311604874679231
MAJESTIC-3,2007,244.8497304,-2.968717588,52.74441962,-118.2622,Alpine,Alpine,-44.5217185,0.74168994,0.276031715958001
MAJESTIC-3,2008,171.0837685,-4.396938491,52.74441962,-118.2622,Alpine,Alpine,-118.2876804,-0.686530963,-1.16204220784648
MAJESTIC-3,2009,305.1571088,-4.871991616,52.74441962,-118.2622,Alpine,Alpine,15.7856599,-1.161584088,-1.61918697271294
MAJESTIC-3,2010,207.1924339,-3.205264582,52.74441962,-118.2622,Alpine,Alpine,-82.179015,0.505142946,0.0344547851646892
MAJESTIC-3,2011,321.3871367,-4.552253608,52.74441962,-118.2622,Alpine,Alpine,32.0156878,-0.84184608,-1.29728109760409
MAJESTIC-3,2012,365.3945278,-3.348771831,52.74441962,-118.2622,Alpine,Alpine,76.0230789,0.361635697,-0.0879211929569922
MAJESTIC-3,2013,118.5151365,-3.332624853,52.74441962,-118.2622,Alpine,Alpine,-170.8563124,0.377782675,-0.104750234194338
MAJESTIC-3,2014,315.6490558,-4.124784791,52.74441962,-118.2622,Alpine,Alpine,26.2776069,-0.414377263,-0.870578723947729
MAJESTIC-3,2015,338.0136106,-1.779583646,52.74441962,-118.2622,Alpine,Alpine,48.6421617,1.930823882,1.47760968534127
MAJESTIC-3,2016,307.4277994,-0.950465606,52.74441962,-118.2622,Alpine,Alpine,18.0563505,2.759941922,2.30264233654794
MAJESTIC-3,2017,367.2335992,-3.13967521,52.74441962,-118.2622,Alpine,Alpine,77.8621503,0.570732318,0.121421075334772
MAJESTIC-3,2018,195.7702518,-2.649113838,52.74441962,-118.2622,Alpine,Alpine,-93.6011971,1.06129369,0.589079852620046
MAJESTIC-3,2019,339.3769079,-2.838675449,52.74441962,-118.2622,Alpine,Alpine,50.005459,0.871732079,0.418699979833302
MAJESTIC-3,2020,348.4100856,-4.705531769,52.74441962,-118.2622,Alpine,Alpine,59.0386367,-0.995124241,-1.44694976621963
MAJESTIC-3,2021,422.5393149,-3.17404813,52.74441962,-118.2622,Alpine,Alpine,133.167866,0.536359398,0.0944354157101923
MAJESTIC-3,2022,176.254112,-4.507965727,52.74441962,-118.2622,Alpine,Alpine,-113.1173369,-0.797558199,-1.2723788339668
MAJESTIC-3,2023,173.1397682,-2.700958426,52.74441962,-118.2622,Alpine,Alpine,-116.2316807,1.009449102,0.53421247985614
MAJESTIC-3,2024,387.8757413,-3.562720345,52.74441962,-118.2622,Alpine,Alpine,98.5042924,0.147687183,-0.298866860405276
MAJESTIC-4,2006,316.4515292,-2.891285729,52.7418069,-118.2602,Alpine,Alpine,27.7143581,0.766889139,0.310879586882574
MAJESTIC-4,2007,244.847749,-2.916433355,52.7418069,-118.2602,Alpine,Alpine,-43.8894221,0.741741513,0.276167745656231
MAJESTIC-4,2008,170.7994796,-4.345028607,52.7418069,-118.2602,Alpine,Alpine,-117.9376915,-0.686853739,-1.1623182353486
MAJESTIC-4,2009,305.0789415,-4.819472374,52.7418069,-118.2602,Alpine,Alpine,16.3417704,-1.161297506,-1.61882611026997
MAJESTIC-4,2010,206.415257,-3.154627736,52.7418069,-118.2602,Alpine,Alpine,-82.3219141,0.503547132,0.0328398839357153
MAJESTIC-4,2011,321.6369461,-4.500042455,52.7418069,-118.2602,Alpine,Alpine,32.899775,-0.841867587,-1.29718451586302
MAJESTIC-4,2012,364.7144939,-3.29775827,52.7418069,-118.2602,Alpine,Alpine,75.9773228,0.360416598,-0.089146403662088
MAJESTIC-4,2013,118.5106775,-3.279674572,52.7418069,-118.2602,Alpine,Alpine,-170.2264936,0.378500296,-0.103948487432542
MAJESTIC-4,2014,315.1476537,-4.071464406,52.7418069,-118.2602,Alpine,Alpine,26.4104826,-0.413289537999999,-0.869473250558055
MAJESTIC-4,2015,337.3707798,-1.728459169,52.7418069,-118.2602,Alpine,Alpine,48.6336087,1.929715699,1.47650035990531
MAJESTIC-4,2016,306.774338,-0.897943996,52.7418069,-118.2602,Alpine,Alpine,18.0371669,2.760230872,2.30292872416815
MAJESTIC-4,2017,366.4913687,-3.087791142,52.7418069,-118.2602,Alpine,Alpine,77.7541976,0.570383726,0.121058063944425
MAJESTIC-4,2018,195.9223431,-2.595787608,52.7418069,-118.2602,Alpine,Alpine,-92.814828,1.06238726,0.590278459020341
MAJESTIC-4,2019,338.9390406,-2.786525197,52.7418069,-118.2602,Alpine,Alpine,50.2018695,0.871649671,0.418643806653439
MAJESTIC-4,2020,348.1194265,-4.653044975,52.7418069,-118.2602,Alpine,Alpine,59.3822554,-0.994870107,-1.44664973459812
MAJESTIC-4,2021,421.9200607,-3.122406053,52.7418069,-118.2602,Alpine,Alpine,133.1828896,0.535768815,0.0938468394330701
MAJESTIC-4,2022,175.5500669,-4.456253157,52.7418069,-118.2602,Alpine,Alpine,-113.1871042,-0.798078289,-1.27290824288085
MAJESTIC-4,2023,172.5928041,-2.648770557,52.7418069,-118.2602,Alpine,Alpine,-116.144367,1.009404311,0.534179351466922
MAJESTIC-4,2024,386.6717387,-3.509627348,52.7418069,-118.2602,Alpine,Alpine,97.9345676,0.14854752,-0.298082622328989
MAJESTIC-5,2006,313.783103,-2.550488877,52.73915847,-118.2581,Alpine,Alpine,30.3521948,0.765956018,0.310298805352087
MAJESTIC-5,2007,241.1382166,-2.574774494,52.73915847,-118.2581,Alpine,Alpine,-42.2926916,0.741670401,0.276309911141271
MAJESTIC-5,2008,166.5250518,-4.003803512,52.73915847,-118.2581,Alpine,Alpine,-116.9058564,-0.687358617,-1.16268528971769
MAJESTIC-5,2009,302.4231193,-4.47754272,52.73915847,-118.2581,Alpine,Alpine,18.9922111,-1.161097825,-1.61827240626688
MAJESTIC-5,2010,200.0772333,-2.814822686,52.73915847,-118.2581,Alpine,Alpine,-83.3536749,0.501622209,0.0307771472291522
MAJESTIC-5,2011,318.9916834,-4.158508678,52.73915847,-118.2581,Alpine,Alpine,35.5607752,-0.842063783,-1.29702527841301
MAJESTIC-5,2012,360.2711093,-2.957428974,52.73915847,-118.2581,Alpine,Alpine,76.8402011,0.359015921,-0.0904318248229088
MAJESTIC-5,2013,116.9696601,-2.937265727,52.73915847,-118.2581,Alpine,Alpine,-166.4612481,0.379179168,-0.102766686421791
MAJESTIC-5,2014,309.4472832,-3.728939523,52.73915847,-118.2581,Alpine,Alpine,26.016375,-0.412494628,-0.868730982051259
MAJESTIC-5,2015,329.6675673,-1.387877389,52.73915847,-118.2581,Alpine,Alpine,46.2366591,1.928567506,1.47503200305646
MAJESTIC-5,2016,298.6667406,-0.556045415,52.73915847,-118.2581,Alpine,Alpine,15.2358324,2.76039948,2.30272315407302
MAJESTIC-5,2017,360.1013729,-2.746717614,52.73915847,-118.2581,Alpine,Alpine,76.6704647,0.569727281,0.120256863253111
MAJESTIC-5,2018,193.1515009,-2.253326371,52.73915847,-118.2581,Alpine,Alpine,-90.2794073,1.063118524,0.591348382644127
MAJESTIC-5,2019,335.2832008,-2.445094495,52.73915847,-118.2581,Alpine,Alpine,51.8522926,0.8713504,0.418564984932777
MAJESTIC-5,2020,344.2570924,-4.311468723,52.73915847,-118.2581,Alpine,Alpine,60.8261842,-0.995023828,-1.44661058804593
MAJESTIC-5,2021,414.9607551,-2.781463532,52.73915847,-118.2581,Alpine,Alpine,131.5298469,0.534981363,0.0928385882501642
MAJESTIC-5,2022,170.9428925,-4.115314609,52.73915847,-118.2581,Alpine,Alpine,-112.4880157,-0.798869714,-1.27360628967012
MAJESTIC-5,2023,167.6472904,-2.307270278,52.73915847,-118.2581,Alpine,Alpine,-115.7836178,1.009174617,0.53399784323284
MAJESTIC-5,2024,378.8069514,-3.167467116,52.73915847,-118.2581,Alpine,Alpine,95.3760432,0.148977779,-0.297994108945703
MAJESTIC-6,2006,314.5909549,-2.587607966,52.73740196,-118.2534,Alpine,Alpine,30.1404699,0.764986353,0.309300859966516
MAJESTIC-6,2007,242.2919675,-2.611007986,52.73740196,-118.2534,Alpine,Alpine,-42.1585175,0.741586333,0.276243764960016
MAJESTIC-6,2008,167.4363367,-4.040486849,52.73740196,-118.2534,Alpine,Alpine,-117.0141483,-0.68789253,-1.16323366741544
MAJESTIC-6,2009,303.2175129,-4.513502135,52.73740196,-118.2534,Alpine,Alpine,18.7670279,-1.160907816,-1.61811247529605
MAJESTIC-6,2010,201.1773055,-2.852972589,52.73740196,-118.2534,Alpine,Alpine,-83.2731795,0.49962173,0.0287874201102422
MAJESTIC-6,2011,320.2592073,-4.194876757,52.73740196,-118.2534,Alpine,Alpine,35.8087223,-0.842282438,-1.29721081477846
MAJESTIC-6,2012,360.9906346,-2.995025573,52.73740196,-118.2534,Alpine,Alpine,76.5401496,0.357568746,-0.0919190781137054
MAJESTIC-6,2013,117.4327662,-2.972725978,52.73740196,-118.2534,Alpine,Alpine,-167.0177188,0.379868341,-0.10215184197717
MAJESTIC-6,2014,310.8189467,-3.764304037,52.73740196,-118.2534,Alpine,Alpine,26.3684617,-0.411709718,-0.867899043347359
MAJESTIC-6,2015,331.5271617,-1.425209893,52.73740196,-118.2534,Alpine,Alpine,47.0766767,1.927384426,1.47396112536056
MAJESTIC-6,2016,300.3793493,-0.592034007,52.73740196,-118.2534,Alpine,Alpine,15.9288643,2.760560312,2.30297655529537
MAJESTIC-6,2017,361.3344153,-2.783565474,52.73740196,-118.2534,Alpine,Alpine,76.8839303,0.569028845,0.119586940146371
MAJESTIC-6,2018,194.1767951,-2.28875893,52.73740196,-118.2534,Alpine,Alpine,-90.2736899,1.063835389,0.592066011325094
MAJESTIC-6,2019,336.1280476,-2.481575224,52.73740196,-118.2534,Alpine,Alpine,51.6775626,0.871019095,0.418210341006789
MAJESTIC-6,2020,345.1715847,-4.34781549,52.73740196,-118.2534,Alpine,Alpine,60.7210997,-0.995221171,-1.44682196732687
MAJESTIC-6,2021,416.5791442,-2.818440699,52.73740196,-118.2534,Alpine,Alpine,132.1286592,0.53415362,0.0920908294311864
MAJESTIC-6,2022,171.6809456,-4.152298917,52.73740196,-118.2534,Alpine,Alpine,-112.7695394,-0.799704598,-1.27447877717724
MAJESTIC-6,2023,168.557815,-2.343674589,52.73740196,-118.2534,Alpine,Alpine,-115.89267,1.00891973,0.533728389980768
MAJESTIC-6,2024,379.897616,-3.203220381,52.73740196,-118.2534,Alpine,Alpine,95.447131,0.149373938,-0.29758845465066
MAJESTIC-7,2006,318.2461396,-2.640355668,52.73672135,-118.2489,Alpine,Alpine,30.1716684,0.762990334,0.307309008192993
MAJESTIC-7,2007,245.0843523,-2.662523461,52.73672135,-118.2489,Alpine,Alpine,-42.9901189,0.740822541,0.275368894819311
MAJESTIC-7,2008,169.3291276,-4.092877896,52.73672135,-118.2489,Alpine,Alpine,-118.7453436,-0.689531894,-1.16510426954843
MAJESTIC-7,2009,306.1297436,-4.56446465,52.73672135,-118.2489,Alpine,Alpine,18.0552724,-1.161118648,-1.61841837745536
MAJESTIC-7,2010,204.164293,-2.907972784,52.73672135,-118.2489,Alpine,Alpine,-83.9101782,0.495373218,0.0244538233193462
MAJESTIC-7,2011,324.1003466,-4.246832773,52.73672135,-118.2489,Alpine,Alpine,36.0258754,-0.843486771,-1.29838614234076
MAJESTIC-7,2012,364.6881134,-3.048557256,52.73672135,-118.2489,Alpine,Alpine,76.6136422,0.354788746,-0.0946892616062252
MAJESTIC-7,2013,118.6061082,-3.022825029,52.73672135,-118.2489,Alpine,Alpine,-169.468363,0.380520973,-0.10182654588746
MAJESTIC-7,2014,315.3568803,-3.815651502,52.73672135,-118.2489,Alpine,Alpine,27.2824091,-0.4123055,-0.86837274813838
MAJESTIC-7,2015,336.8425206,-1.477629079,52.73672135,-118.2489,Alpine,Alpine,48.7680494,1.925716923,1.47251954133419
MAJESTIC-7,2016,304.5374007,-0.643231174,52.73672135,-118.2489,Alpine,Alpine,16.4629295,2.760114828,2.30260240711735
MAJESTIC-7,2017,365.6219966,-2.836843611,52.73672135,-118.2489,Alpine,Alpine,77.5475254,0.566502391,0.11714912345493
MAJESTIC-7,2018,196.3414071,-2.340575762,52.73672135,-118.2489,Alpine,Alpine,-91.7330641,1.06277024,0.590805931709622
MAJESTIC-7,2019,339.9768583,-2.533886867,52.73672135,-118.2489,Alpine,Alpine,51.9023871,0.869459135,0.416680411123917
MAJESTIC-7,2020,348.5637682,-4.400996323,52.73672135,-118.2489,Alpine,Alpine,60.489297,-0.997650321,-1.44928207953175
MAJESTIC-7,2021,422.0458583,-2.871264617,52.73672135,-118.2489,Alpine,Alpine,133.9713871,0.532081385,0.0902647301266757
MAJESTIC-7,2022,174.3332813,-4.205544403,52.73672135,-118.2489,Alpine,Alpine,-113.7411899,-0.802198401,-1.2771023648685
MAJESTIC-7,2023,171.0777361,-2.395727122,52.73672135,-118.2489,Alpine,Alpine,-116.9967351,1.00761888,0.532280068489587
MAJESTIC-7,2024,384.3325521,-3.255778068,52.73672135,-118.2489,Alpine,Alpine,96.2580809,0.147567934,-0.299286138959162
MAJESTIC-8,2006,322.1177859,-2.662541079,52.73641842,-118.2443,Alpine,Alpine,30.6234085,0.762273816,0.306652829738346
MAJESTIC-8,2007,247.6290274,-2.684127562,52.73641842,-118.2443,Alpine,Alpine,-43.86535,0.740687333,0.275116780999676
MAJESTIC-8,2008,170.900206,-4.115345433,52.73641842,-118.2443,Alpine,Alpine,-120.5941714,-0.690530538,-1.16634986401593
MAJESTIC-8,2009,309.1040133,-4.586287583,52.73641842,-118.2443,Alpine,Alpine,17.6096359,-1.161472688,-1.61883194173448
MAJESTIC-8,2010,206.7751216,-2.931644042,52.73641842,-118.2443,Alpine,Alpine,-84.7192558,0.493170853,0.0221433887135293
MAJESTIC-8,2011,327.8269877,-4.269201225,52.73641842,-118.2443,Alpine,Alpine,36.3326103,-0.84438633,-1.29924473033905
MAJESTIC-8,2012,368.3793437,-3.071312429,52.73641842,-118.2443,Alpine,Alpine,76.8849663,0.353502466,-0.0959393004736866
MAJESTIC-8,2013,119.7489256,-3.044383189,52.73641842,-118.2443,Alpine,Alpine,-171.7454518,0.380431706,-0.102219966764698
MAJESTIC-8,2014,319.6554983,-3.838030186,52.73641842,-118.2443,Alpine,Alpine,28.1611209,-0.413215291,-0.869165168396868
MAJESTIC-8,2015,341.5964967,-1.499629659,52.73641842,-118.2443,Alpine,Alpine,50.1021193,1.925185236,1.47216604788228
MAJESTIC-8,2016,308.0464351,-0.664310685,52.73641842,-118.2443,Alpine,Alpine,16.5520577,2.76050421,2.30300369409339
MAJESTIC-8,2017,369.6964401,-2.859880092,52.73641842,-118.2443,Alpine,Alpine,78.2020627,0.564934803,0.115668962900706
MAJESTIC-8,2018,198.3333332,-2.362928597,52.73641842,-118.2443,Alpine,Alpine,-93.1610442,1.061886298,0.589731252447186
MAJESTIC-8,2019,343.8659536,-2.556326193,52.73641842,-118.2443,Alpine,Alpine,52.3715762,0.868488702,0.415772648356155
MAJESTIC-8,2020,351.9760304,-4.424417661,52.73641842,-118.2443,Alpine,Alpine,60.481653,-0.999602766,-1.45123554555132
MAJESTIC-8,2021,427.0817141,-2.893853591,52.73641842,-118.2443,Alpine,Alpine,135.5873367,0.530961304,0.0893604937332892
MAJESTIC-8,2022,176.8405755,-4.228551001,52.73641842,-118.2443,Alpine,Alpine,-114.6538019,-0.803736106,-1.27876196870627
MAJESTIC-8,2023,173.2215882,-2.417735699,52.73641842,-118.2443,Alpine,Alpine,-118.2727892,1.007079196,0.531569940191551
MAJESTIC-8,2024,388.4162899,-3.278646796,52.73641842,-118.2443,Alpine,Alpine,96.9219125,0.146168099,-0.300597305060973
MAJESTIC-9,2006,327.9378905,-2.792257275,52.73723206,-118.2413,Alpine,Alpine,30.789595,0.765194591,0.309595802497309
MAJESTIC-9,2007,252.1925568,-2.814639462,52.73723206,-118.2413,Alpine,Alpine,-44.9557387,0.742812404,0.27709620728402
MAJESTIC-9,2008,174.4630157,-4.246908894,52.73723206,-118.2413,Alpine,Alpine,-122.6852798,-0.689457028,-1.16555566623581
MAJESTIC-9,2009,313.8880697,-4.719340946,52.73723206,-118.2413,Alpine,Alpine,16.7397742,-1.16188908,-1.61936452235599
MAJESTIC-9,2010,211.9726174,-3.060802452,52.73723206,-118.2413,Alpine,Alpine,-85.1756781,0.496649414,0.0255609847602949
MAJESTIC-9,2011,333.226857,-4.401484622,52.73723206,-118.2413,Alpine,Alpine,36.0785615,-0.844032756,-1.29892508998605
MAJESTIC-9,2012,373.9458401,-3.201232649,52.73723206,-118.2413,Alpine,Alpine,76.7975446,0.356219217,-0.0932342265101772
MAJESTIC-9,2013,121.94043,-3.178773009,52.73723206,-118.2413,Alpine,Alpine,-175.2078655,0.378678857,-0.104435295116164
MAJESTIC-9,2014,326.4942781,-3.971108784,52.73723206,-118.2413,Alpine,Alpine,29.3459826,-0.413656918,-0.869448531792899
MAJESTIC-9,2015,349.3765486,-1.630097929,52.73723206,-118.2413,Alpine,Alpine,52.2282531,1.927353937,1.47461873949292
MAJESTIC-9,2016,314.8625916,-0.793439379,52.73723206,-118.2413,Alpine,Alpine,17.7142961,2.764012487,2.30666721287212
MAJESTIC-9,2017,376.6282352,-2.990798392,52.73723206,-118.2413,Alpine,Alpine,79.4799397,0.566653474,0.117558321685998
MAJESTIC-9,2018,202.1994517,-2.494273623,52.73723206,-118.2413,Alpine,Alpine,-94.9488438,1.063178243,0.590784398600139
MAJESTIC-9,2019,349.5661334,-2.687760805,52.73723206,-118.2413,Alpine,Alpine,52.4178379,0.869691061,0.416981186594937
MAJESTIC-9,2020,357.6312368,-4.556557833,52.73723206,-118.2413,Alpine,Alpine,60.4829413,-0.999105967,-1.45073857447132
MAJESTIC-9,2021,434.7859819,-3.024763971,52.73723206,-118.2413,Alpine,Alpine,137.6376864,0.532687895,0.0913609527576491
MAJESTIC-9,2022,181.2375087,-4.359667409,52.73723206,-118.2413,Alpine,Alpine,-115.9107868,-0.802215543,-1.27740930290508
MAJESTIC-9,2023,177.1516532,-2.548212241,52.73723206,-118.2413,Alpine,Alpine,-119.9966423,1.009239625,0.533500111766302
MAJESTIC-9,2024,395.2582274,-3.409890462,52.73723206,-118.2413,Alpine,Alpine,98.1099319,0.147561404,-0.29904531467868
MUSHROOM-1,2006,197.6352245,5.789148648,53.06593702,-118.0644,Montane,Forest,93.632459,0.767140545,0.319935764118932
MUSHROOM-1,2007,90.26667757,5.76606274,53.06593702,-118.0644,Montane,Forest,-13.73608793,0.744054637,0.282508491898914
MUSHROOM-1,2008,30.94578163,4.333139182,53.06593702,-118.0644,Montane,Forest,-73.05698387,-0.688868921,-1.15833863961362
MUSHROOM-1,2009,119.8492531,3.859697289,53.06593702,-118.0644,Montane,Forest,15.8464876,-1.162310814,-1.61990557387354
MUSHROOM-1,2010,95.37499774,5.520971614,53.06593702,-118.0644,Montane,Forest,-8.62776776,0.498963510999999,0.0380996912372476
MUSHROOM-1,2011,167.6051654,4.178030321,53.06593702,-118.0644,Montane,Forest,63.6023999,-0.843977782000001,-1.29519371910341
MUSHROOM-1,2012,101.7859333,5.380098637,53.06593702,-118.0644,Montane,Forest,-2.2168322,0.358090534,-0.101916968298412
MUSHROOM-1,2013,40.38830167,5.3993256,53.06593702,-118.0644,Montane,Forest,-63.61446383,0.377317497,-0.0908909712482102
MUSHROOM-1,2014,183.9320693,4.607486256,53.06593702,-118.0644,Montane,Forest,79.9293038,-0.414521847,-0.863556977134233
MUSHROOM-1,2015,158.4454314,6.951018109,53.06593702,-118.0644,Montane,Forest,54.4426659,1.929010006,1.47657059065079
